Organization legal name,Group PAC ID, State,Measure Code,Measure Title,Measure Performance Rate,Denominator Count, Footnote
MARTHA JEFFERSON MEDICAL GROUP LLC,5991889081,VA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
MARTHA JEFFERSON MEDICAL GROUP LLC,5991889081,VA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,62,,
MARTHA JEFFERSON MEDICAL GROUP LLC,5991889081,VA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,89,,
MARTHA JEFFERSON MEDICAL GROUP LLC,5991889081,VA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,92,,
"MEDCENTRAL PROFESSIONAL FOUNDATION, LLC",0143306548,OH,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",,,1
"MEDCENTRAL PROFESSIONAL FOUNDATION, LLC",0143306548,OH,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,29,,
"MEDCENTRAL PROFESSIONAL FOUNDATION, LLC",0143306548,OH,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,51,,
"MEDCENTRAL PROFESSIONAL FOUNDATION, LLC",0143306548,OH,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
"MEDCENTRAL PROFESSIONAL FOUNDATION, LLC",0143306548,OH,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
"MEDCENTRAL PROFESSIONAL FOUNDATION, LLC",0143306548,OH,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,52,,
"MEDCENTRAL PROFESSIONAL FOUNDATION, LLC",0143306548,OH,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,84,,
"MEDCENTRAL PROFESSIONAL FOUNDATION, LLC",0143306548,OH,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
GOOD SAMARITAN HOSPITAL PHYSICIAN SERVICES INC,3971671330,IN,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",86,,
GOOD SAMARITAN HOSPITAL PHYSICIAN SERVICES INC,3971671330,IN,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,28,,
GOOD SAMARITAN HOSPITAL PHYSICIAN SERVICES INC,3971671330,IN,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,50,,
GOOD SAMARITAN HOSPITAL PHYSICIAN SERVICES INC,3971671330,IN,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
GOOD SAMARITAN HOSPITAL PHYSICIAN SERVICES INC,3971671330,IN,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
GOOD SAMARITAN HOSPITAL PHYSICIAN SERVICES INC,3971671330,IN,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,52,,
GOOD SAMARITAN HOSPITAL PHYSICIAN SERVICES INC,3971671330,IN,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,89,,
GOOD SAMARITAN HOSPITAL PHYSICIAN SERVICES INC,3971671330,IN,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
DEACONESS CLINIC INC,3375610116,IN,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",83,,
DEACONESS CLINIC INC,3375610116,IN,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,35,,
DEACONESS CLINIC INC,3375610116,IN,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,61,,
DEACONESS CLINIC INC,3375610116,IN,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
DEACONESS CLINIC INC,3375610116,IN,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,95,,
DEACONESS CLINIC INC,3375610116,IN,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,62,,
DEACONESS CLINIC INC,3375610116,IN,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,89,,
DEACONESS CLINIC INC,3375610116,IN,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,94,,
ST. DOMINIC MEDICAL ASSOCIATES LLC,0446303168,MS,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",82,,
ST. DOMINIC MEDICAL ASSOCIATES LLC,0446303168,MS,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
ST. DOMINIC MEDICAL ASSOCIATES LLC,0446303168,MS,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,56,,
ST. DOMINIC MEDICAL ASSOCIATES LLC,0446303168,MS,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
ST. DOMINIC MEDICAL ASSOCIATES LLC,0446303168,MS,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
ST. DOMINIC MEDICAL ASSOCIATES LLC,0446303168,MS,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,58,,
ST. DOMINIC MEDICAL ASSOCIATES LLC,0446303168,MS,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
ST. DOMINIC MEDICAL ASSOCIATES LLC,0446303168,MS,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
PHOEBE PHYSICIAN GROUP INC,8426112350,GA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",80,,
PHOEBE PHYSICIAN GROUP INC,8426112350,GA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,28,,
PHOEBE PHYSICIAN GROUP INC,8426112350,GA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,61,,
PHOEBE PHYSICIAN GROUP INC,8426112350,GA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
PHOEBE PHYSICIAN GROUP INC,8426112350,GA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
PHOEBE PHYSICIAN GROUP INC,8426112350,GA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,55,,
PHOEBE PHYSICIAN GROUP INC,8426112350,GA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
PHOEBE PHYSICIAN GROUP INC,8426112350,GA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,94,,
AMG ILLINOIS LTD,8527117027,IL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",83,,
AMG ILLINOIS LTD,8527117027,IL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,24,,
AMG ILLINOIS LTD,8527117027,IL,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,64,,
AMG ILLINOIS LTD,8527117027,IL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,95,,
AMG ILLINOIS LTD,8527117027,IL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
AMG ILLINOIS LTD,8527117027,IL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,60,,
AMG ILLINOIS LTD,8527117027,IL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,90,,
AMG ILLINOIS LTD,8527117027,IL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
CAROLINAEAST PHYSICIANS,0143378117,NC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",84,,
CAROLINAEAST PHYSICIANS,0143378117,NC,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,27,,
CAROLINAEAST PHYSICIANS,0143378117,NC,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,55,,
CAROLINAEAST PHYSICIANS,0143378117,NC,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
CAROLINAEAST PHYSICIANS,0143378117,NC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
CAROLINAEAST PHYSICIANS,0143378117,NC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,58,,
CAROLINAEAST PHYSICIANS,0143378117,NC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
CAROLINAEAST PHYSICIANS,0143378117,NC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,96,,
LUTHERAN MEDICAL GROUP LLC,4981751617,IN,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",78,,
LUTHERAN MEDICAL GROUP LLC,4981751617,IN,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,30,,
LUTHERAN MEDICAL GROUP LLC,4981751617,IN,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,48,,
LUTHERAN MEDICAL GROUP LLC,4981751617,IN,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
LUTHERAN MEDICAL GROUP LLC,4981751617,IN,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
LUTHERAN MEDICAL GROUP LLC,4981751617,IN,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,63,,
LUTHERAN MEDICAL GROUP LLC,4981751617,IN,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,85,,
LUTHERAN MEDICAL GROUP LLC,4981751617,IN,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
MEMORIAL PHYSICIANS PLLC,4789733494,WA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",80,,
MEMORIAL PHYSICIANS PLLC,4789733494,WA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,24,,
MEMORIAL PHYSICIANS PLLC,4789733494,WA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,57,,
MEMORIAL PHYSICIANS PLLC,4789733494,WA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
MEMORIAL PHYSICIANS PLLC,4789733494,WA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
MEMORIAL PHYSICIANS PLLC,4789733494,WA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,64,,
MEMORIAL PHYSICIANS PLLC,4789733494,WA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
MEMORIAL PHYSICIANS PLLC,4789733494,WA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",81,,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,27,,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,70,,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,60,,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
SETON FAMILY OF DOCTORS,0941333280,TX,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN SERVICES PC,3173660776,NY,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",85,,
WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN SERVICES PC,3173660776,NY,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,20,,
WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN SERVICES PC,3173660776,NY,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,59,,
WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN SERVICES PC,3173660776,NY,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,95,,
WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN SERVICES PC,3173660776,NY,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN SERVICES PC,3173660776,NY,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,65,,
WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN SERVICES PC,3173660776,NY,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN SERVICES PC,3173660776,NY,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
VALLEY MEDICAL GROUP-RENTON,4183753965,WA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",77,,
VALLEY MEDICAL GROUP-RENTON,4183753965,WA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,24,,
VALLEY MEDICAL GROUP-RENTON,4183753965,WA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,76,,
VALLEY MEDICAL GROUP-RENTON,4183753965,WA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
VALLEY MEDICAL GROUP-RENTON,4183753965,WA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
VALLEY MEDICAL GROUP-RENTON,4183753965,WA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,66,,
VALLEY MEDICAL GROUP-RENTON,4183753965,WA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
VALLEY MEDICAL GROUP-RENTON,4183753965,WA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,92,,
RMH MEDICAL GROUP LLC,7618270729,VA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",77,,
RMH MEDICAL GROUP LLC,7618270729,VA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,28,,
RMH MEDICAL GROUP LLC,7618270729,VA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,62,,
RMH MEDICAL GROUP LLC,7618270729,VA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
RMH MEDICAL GROUP LLC,7618270729,VA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
RMH MEDICAL GROUP LLC,7618270729,VA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,60,,
RMH MEDICAL GROUP LLC,7618270729,VA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
RMH MEDICAL GROUP LLC,7618270729,VA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
STAMFORD HEALTH MEDICAL GROUP INC,6901099746,CT,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",85,,
STAMFORD HEALTH MEDICAL GROUP INC,6901099746,CT,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,26,,
STAMFORD HEALTH MEDICAL GROUP INC,6901099746,CT,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,56,,
STAMFORD HEALTH MEDICAL GROUP INC,6901099746,CT,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
STAMFORD HEALTH MEDICAL GROUP INC,6901099746,CT,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
STAMFORD HEALTH MEDICAL GROUP INC,6901099746,CT,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,59,,
STAMFORD HEALTH MEDICAL GROUP INC,6901099746,CT,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,85,,
STAMFORD HEALTH MEDICAL GROUP INC,6901099746,CT,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,92,,
ST CHARLES HEALTH SYSTEM INC,8729111513,OR,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",84,,
ST CHARLES HEALTH SYSTEM INC,8729111513,OR,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,28,,
ST CHARLES HEALTH SYSTEM INC,8729111513,OR,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,64,,
ST CHARLES HEALTH SYSTEM INC,8729111513,OR,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
ST CHARLES HEALTH SYSTEM INC,8729111513,OR,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
ST CHARLES HEALTH SYSTEM INC,8729111513,OR,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,61,,
ST CHARLES HEALTH SYSTEM INC,8729111513,OR,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
ST CHARLES HEALTH SYSTEM INC,8729111513,OR,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
PATIENT FIRST PENNSYLVANIA MEDICAL GROUP PLLC,5193900280,PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",,,1
PATIENT FIRST PENNSYLVANIA MEDICAL GROUP PLLC,5193900280,PA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
PATIENT FIRST PENNSYLVANIA MEDICAL GROUP PLLC,5193900280,PA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,,,1
PATIENT FIRST PENNSYLVANIA MEDICAL GROUP PLLC,5193900280,PA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,,,1
PATIENT FIRST PENNSYLVANIA MEDICAL GROUP PLLC,5193900280,PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,,,1
PATIENT FIRST PENNSYLVANIA MEDICAL GROUP PLLC,5193900280,PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,,,1
PATIENT FIRST PENNSYLVANIA MEDICAL GROUP PLLC,5193900280,PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,,,1
PATIENT FIRST PENNSYLVANIA MEDICAL GROUP PLLC,5193900280,PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,,,1
"NORTH FLORIDA MEDICAL GROUP, LLC",6305039488,FL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",,,1
"NORTH FLORIDA MEDICAL GROUP, LLC",6305039488,FL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
"NORTH FLORIDA MEDICAL GROUP, LLC",6305039488,FL,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,,,1
"NORTH FLORIDA MEDICAL GROUP, LLC",6305039488,FL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,,,1
"NORTH FLORIDA MEDICAL GROUP, LLC",6305039488,FL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,,,1
"NORTH FLORIDA MEDICAL GROUP, LLC",6305039488,FL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,,,1
"NORTH FLORIDA MEDICAL GROUP, LLC",6305039488,FL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,,,1
"NORTH FLORIDA MEDICAL GROUP, LLC",6305039488,FL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,,,1
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",80,,
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,71,,
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,67,,
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC,9133300791,NJ,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,91,,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",74,,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,34,,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,58,,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,67,,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,86,,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,90,,
"STERN CARDIOVASCULAR FOUNDATION, INC",8123200540,MS,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",80,,
"STERN CARDIOVASCULAR FOUNDATION, INC",8123200540,MS,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,33,,
"STERN CARDIOVASCULAR FOUNDATION, INC",8123200540,MS,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,60,,
"STERN CARDIOVASCULAR FOUNDATION, INC",8123200540,MS,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
"STERN CARDIOVASCULAR FOUNDATION, INC",8123200540,MS,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,95,,
"STERN CARDIOVASCULAR FOUNDATION, INC",8123200540,MS,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,58,,
"STERN CARDIOVASCULAR FOUNDATION, INC",8123200540,MS,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
"STERN CARDIOVASCULAR FOUNDATION, INC",8123200540,MS,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
"NEW YORK QUEENS MEDICINE AND SURGERY, P.C.",4082883673,NY,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",78,,
"NEW YORK QUEENS MEDICINE AND SURGERY, P.C.",4082883673,NY,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,27,,
"NEW YORK QUEENS MEDICINE AND SURGERY, P.C.",4082883673,NY,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,54,,
"NEW YORK QUEENS MEDICINE AND SURGERY, P.C.",4082883673,NY,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
"NEW YORK QUEENS MEDICINE AND SURGERY, P.C.",4082883673,NY,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
"NEW YORK QUEENS MEDICINE AND SURGERY, P.C.",4082883673,NY,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,62,,
"NEW YORK QUEENS MEDICINE AND SURGERY, P.C.",4082883673,NY,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,85,,
"NEW YORK QUEENS MEDICINE AND SURGERY, P.C.",4082883673,NY,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,92,,
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",85,,
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,59,,
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,63,,
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,86,,
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
HOLZER CLINIC LLC,5890606008,OH,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",81,,
HOLZER CLINIC LLC,5890606008,OH,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,24,,
HOLZER CLINIC LLC,5890606008,OH,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,51,,
HOLZER CLINIC LLC,5890606008,OH,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,95,,
HOLZER CLINIC LLC,5890606008,OH,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
HOLZER CLINIC LLC,5890606008,OH,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,62,,
HOLZER CLINIC LLC,5890606008,OH,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
HOLZER CLINIC LLC,5890606008,OH,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
